周边交通,商业用房平均价,开盘时间,容积率,座落,车位,设备装修,绿化率,楼盘简介,总幢数,开发商,住宅平均价,土地等级,项目名称,入住时间,联系电话,配套设施
,,,,于洪区,,,,,,沈阳中澳天宝房地产开发有限公司,住宅、商业,,,,,
,,,,沈北新区,,,,,,沈阳新水湾房地产开发有限公司,新水湾河畔花园33#、34#、35#、36#、37#,,,,,
,,,,东陵区,,,,,,沈阳华新联美置业有限公司,河畔新城一期二组团,,,,,
,,,,大东区,,,,,,沈阳盛城房地产开发有限公司,滂江泰和府,,,,,
,,,,大东区,,,,,,沈阳荣耀房地产开发有限公司,居住、商业（一期）,,,,,
,,,,铁西区,,,,,,沈阳金地全胜房地产开发有限公司,金地?名京北区二期,,,,,
,,,,沈北新区,,,,,,沈阳唐轩新北置业有限公司,唐轩公馆,,,,,
,,1990-01-01 00:00:00.0,,东陵区白塔镇,,,,,,沈阳穗港房地产投资开发有限公司,理想新城二组团,,17,2009-09-30 00:00:00.0,,
,,,,大东区,,,,,,沈阳市星元房地产开发有限公司,东韵万佳,,,,,
,,,,和平区,,,,,,沈阳市和盛房地产开发有限公司,凤凰大厦,,,,,
,,,,铁西区,,,,,,沈阳麟承天和置业有限公司,千姿汇商业楼,,,,,
,,,,沈河区,,,,,,沈阳英特纳房产开发有限公司,沈阳财富中心（三期）,,,,,
,,,,和平区,,,,,,沈阳沈铁房地产开发集团有限责任公司,经济适用住房（沈阳物资供应段）,,,,,
,,,,于洪区,,,,,,恒盛阳光鑫地（辽宁）置业有限公司,居住区（四期-1.2）,,,,,
,,,,东陵区,,,,,,沈阳泰荣房地产开发有限公司,泰荣湾,,,,,
,,,,沈北新区,,,,,,沈阳市碧桂园房地产开发有限公司,沈阳碧桂园4-2区一期,,,,,
,,,,东陵区,,,,,,辽宁佳业地产开发有限公司,麓景田园（二期）,,,,,
,,,,皇姑区,,,,,,辽宁城开维港地产开发有限公司,居住、商业,,,,,
,,,,沈北新区,,,,,,沈阳兴铭房地产有限公司,三盛颐景园一期五标段,,,,,
,,,,苏家屯区,,,,,,沈阳奥园新城置业有限公司,奥园广场一期B,,,,,
,,,,铁西区,,,,,,沈阳新湖房地产开发有限公司,新湖?北国之春六期,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳正宸置业有限公司,正宸?弘泽湾,,,,,
,,,,苏家屯区,,,,,,沈阳市苏家屯区房屋土地开发有限公司,沙柳花园,,,,,
,,,,和平区中山路21、23号,,,,,,新日兴进（沈阳）房地产有限公司,商业（协和三期）,,,,,
,,,,沈北新区,,,,,,"辽宁麓林置业有限公司
",麓林春语轩二期,,,,,
,,,,东陵区,,,,,,沈阳市特步房地产开发有限公司,商业,,,,,
,,,,沈河区,,,,,,辽宁保利房地产开发有限公司,居住、商业（一期）,,,,,
,,,,苏家屯区,,,,,,沈阳奥园新城置业有限公司,住宅、商业（奥园广场一期A）,,,,,
,,,,东陵区,,,,,,沈阳全运村建设有限公司,居住、商业,,,,,
,,,,和平区,,,,,,沈阳享御房产开发有限公司,住宅、商业（二期）,,,,,
,,,,和平区,,,,,,沈阳万科永达房地产开发有限公司,万科城4.2期,,,,,
,,,,铁西区,,,,,,沈阳金地全胜房地产开发有限公司,金地?名京北区一期,,,,,
,,,,东陵区,,,,,,沈阳中安房地产开发有限公司,爱家郦都二期,,,,,
,,,,于洪区,,,,,,沈阳永盛房屋开发有限公司,六和城?泰园Ⅱ组团,,,,,
,,,,沈北新区,,,,,,沈阳沈北金谷置业有限公司,新湖?仙林金谷,,,,,
,,,,于洪区,,,,,,辽宁威利房地产开发集团有限公司,居住、商业,,,,,
,,,,于洪区,,,,,,远洋地产（辽宁）有限公司,远洋公馆,,,,,
,,,,东陵区,,,,,,沈阳印象名流置业有限公司,名流印象三期,,,,,
,,,,和平区,,,,,,沈阳国泰置业有限公司,居住、商业（一期）,,,,,
,,,,东陵区,,,,,,沈阳万科金域蓝湾房地产开发有限公司,居住二期一组团,,,,,
,,,,铁西区,,,,,,华润置地（沈阳）有限公司,置地广场（北区）,,,,,
,,,,于洪区,,,,,,沈阳辽法房屋开发有限公司,万家茗苑二期,,,,,
,,,,铁西区,,,,,,沈阳兴佳房地产开发有限公司,家福园二期,,,,,
,,,,东陵区,,,,,,保利达地产（沈阳）高悦有限公司,居住,,,,,
,,,,大东区,,,,,,金典王氏房地产开发(沈阳)有限公司,巧克力城三期,,,,,
,,,,东陵区,,,,,,沈阳泰恒投资有限公司,国际创意谷,,,,,
,,,,皇姑区,,,,,,辽宁核建房地产开发有限公司,龙江家园,,,,,
,,,,沈阳经济技术开发区,,,,,,辽宁大略房地产开发有限公司 ,枫景尚城阳光里一期,,,,,
,,,,和平区,,,,,,沈阳新世界新汇置业有限公司,新世界名汇大厦,,,,,
,,,,于洪区,,,,,,沈阳业权置地房地产开发有限公司,宏发?爱琴海,,,,,
,,,,铁西区,,,,,,沈阳市铁西区城建开发有限责任公司,信和住宅,,,,,
,,,,大东区,,,,,,沈阳中体房地产开发有限公司,居住小区五期,,,,,
,,,,铁西区,,,,,,沈阳市铁西区城建开发有限责任公司,139地区住宅A区,,,,,
,,,,铁西区,,,,,,沈阳永瑞达房地产开发有限公司,亚太地块（蓝桥郡）,,,,,
,,,,铁西区,,,,,,华润置地（沈阳）有限公司,住宅、商业（一期B2区）,,,,,
,,,,沈北新区,,,,,,沈阳中铁盛丰置业有限公司,中铁人杰湖项目1.3期,,,,,
,,,,于洪区,,,,,,沈阳鑫亿佳房地产开发有限公司,居住、商业,,,,,
,,,,沈北新区,,,,,,沈阳市碧桂园房地产开发有限公司,碧桂园?太阳城西区,,,,,
,,,,大东区,,,,,,沈阳泰和房地产开发有限公司,居住、商业,,,,,
,,,,皇姑区,,,,,,沈阳博众置业有限公司,居住、商业,,,,,
,,,,皇姑区,,,,,,建业房地产开发（沈阳）有限公司,建业大厦,,,,,
,,,,沈河区,,,,,,保利达地产佳伴（沈阳）有限公司,居住、商业（一期）C-1部分,,,,,
,,,,于洪区,,,,,,沈阳圣文房地产开发有限公司,住宅、商业,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳博驰房地产开发有限公司,博驰春天小区,,,,,
,,,,皇姑区,,,,,,沈阳中海兴业房地产开发有限公司,居住、商业（三期-1）,,,,,
,,,,和平区,,,,,,沈阳明朗置业发展有限公司,黎明金叶新苑,,,,,
,,,,于洪区,,,,,,沈阳加州阳光花园房屋开发有限公司,加州阳光花园二组团（四期）,,,,,
,,,,沈河区,,,,,,保利达地产佳伴（沈阳）有限公司,居住、商业（一期）A部分,,,,,
,,,,大东区,,,,,,沈阳八王寺置业有限公司,八王寺圣水源,,,,,
,,,,浑南新区,,,,,,沈阳建大汇众置业有限责任公司,居住、商业（二期）,,,,,
,,,,沈阳经济技术开发区,,,,,,辽宁鹰达卫华房地产开发有限公司,住宅、商业（一期）（B1#B2#B3#B4#B5#B6#S1#S2#T1#）,,,,,
,,1990-01-01 00:00:00.0,,浑南新区,,,,,,沈阳新洲和田房地产开发有限公司,浦江苑三期,,,,,
,,,,沈北新区道义北大街53号,,,,,,沈阳百益龙置业有限公司,太湖国际花园1.4期,,,,,
,,,,铁西区,,,,,,沈阳鑫丰富俪城房屋开发有限公司,鑫丰?雍景豪城,,,,,
,,,,于洪区,,,,,,沈阳中铁万科朗榆置地有限公司,香湖盛景苑北区一期,,,,,
,,,,皇姑区,,,,,,中耀房地产开发（沈阳）有限公司,居住、商业（一期）,,,,,
,,,,东陵区,,,,,,沈阳嘉凯置业有限公司,恒大江湾二期,,,,,
,,,,大东区,,,,,,沈阳瑞家置业有限公司,瑞家景峰苑,,,,,
,,,,和平区,,,,,,万祥置业（沈阳）有限公司,居住、商业（6号地一期）,,,,,
,,,,沈北新区,,,,,,沈阳龙湖房地产拓展有限公司,龙湖辉山商住地产（143地块）二期一组团,,,,,
,,,,苏家屯区,,,,,,沈阳青建博海置业有限公司,明清册小区,,,,,
,,,,于洪区,,,,,,沈阳华锐置业有限公司,银河城（1-3区、1-4区、1-5区）,,,,,
,,,,铁西区,,,,,,沈阳巴塞置业有限公司,巴塞罗那?皇家特区,,,,,
,,,,和平区,,,,,,沈阳九洲福尔房地产开发有限公司,九洲湾景汇二期,,,,,
,,,,于洪区,,,,,,沈阳远大置业有限公司,益格风情湾,,,,,
,,,,沈北新区,,,,,,沈阳安邦置业发展有限公司,大溪地一期A1区,,,,,
,,,,于洪区,,,,,,沈阳华锐置业有限公司,银河城一期（新3-2区）,,,,,
,,,,沈河区,,,,,,保利达地产佳伴（沈阳）有限公司,居住、商业（一期B、C-2）,,,,,
,,,,东陵区,,,,,,港中旅（沈阳）置业有限公司,棋盘山欧陆旅游小镇二期二组团,,,,,
,,,,沈北新区,,,,,,沈阳龙湖新北置业有限公司,龙湖道义项目（E1地块）一期四组团,,,,,
,,,,皇姑区,,,,,,辽宁城开维港地产开发有限公司,居住、商业（一期）,,,,,
,,,,沈北新区,,,,,,沈阳荣盛房地产开发有限公司,香缇澜山1.2期,,,,,
,,,,于洪区,,,,,,沈阳国际汽车城开发有限公司,商业,,,,,
,,,,东陵区,,,,,,沈阳首创新资置业有限公司,首创国际城,,,,,
,,,,东陵区,,,,,,沈阳港晟房产开发有限公司,居住，商业（一期）,,,,,
,,,,铁西区,,,,,,沈阳千缘爱语城置业有限公司,千缘?爱语城,,,,,
,,,,浑南新区,,,,,,沈阳市房实房产开发有限公司,35、36号楼,,,,,
,,,,皇姑区,,,,,,辽宁圣济房地产开发有限公司,居住、商业,,,,,
,,1990-01-01 00:00:00.0,,大东区东站街西侧,,,,,,沈阳万恒隆屹房地产开发有限公司,居住、商业（二期）,,11,2009-08-31 00:00:00.0,,
,,,,浑南新区,,,,,,沈阳金地世城房地产开发有限公司,金地檀郡,,,,,
,,,,大东区,,,,,,沈阳畅峰房地产开发有限公司,龙之梦亚太中心住宅商业三期,,,,,
,,,,沈河区,,,,,,沈阳肆维基业房地产开发有限公司,居住、商业,,,,,
,,1990-01-01 00:00:00.0,,于洪区,,,,,,辽宁筑成地产发展有限公司,国奥现代城91#,,,,,
,,,,苏家屯区,,,,,,沈阳宁博房地产开发有限公司,住宅、商业,,,,,
,,,,沈北新区,,,,,,沈阳中铁盛丰置业有限公司,人杰水岸小区二期,,,,,
,,,,皇姑区,,,,,,沈阳德信利和房地产开发有限公司,商业（一期工程A栋）,,,,,
,,,,于洪区,,,,,,华润置地（沈阳）开发有限公司,居住组团（二环路北-2号）一期-2（部分用地）,,,,,
,,,,和平区,,,,,,辽宁万祥置业有限公司,居住、商业（2号地）,,,,,
,,,,铁西区,,,,,,沈阳吉高房地产开发有限公司,沈阳吉高西部汽配城,,,,,
,,,,东陵区,,,,,,沈阳新洲实业股份有限公司,居住,,,,,
,,,,和平区,,,,,,沈阳市金华银房地产开发有限公司,商业,,,,,
,,,,于洪区,,,,,,华润置地（沈阳）开发有限公司,居住组团（二环路北-2号）二期-1（部分用地）,,,,,
,,,,铁西区,,,,,,辽宁新世界房地产开发有限公司,里仁居?润尚枫庭,,,,,
,,,,大东区,,,,,,沈阳众邦恒业房屋开发有限公司,东海明珠,,,,,
,,,,沈北新区,,,,,,沈阳岭海房地产有限公司,岭海明珠,,,,,
,,,,铁西区,,,,,,沈阳汇景房地产开发有限公司,汇景园,,,,,
,,,,大东区,,,,,,沈阳万科东漫置业有限公司,住宅、商业一期（住宅部分）,,,,,
,,,,铁西区,,,,,,新恒基(沈阳)置业有限公司,第一城F、G组团,,,,,
,,,,铁西区,,,,,,辽宁世代房地产开发有限公司,世代龙城三期（B区）,,,,,
,,,,沈北新区,,,,,,沈阳蒲河房地产开发有限公司,石台北苑,,,,,
,,,,铁西区,,,,,,沈阳红星美凯龙世博家居广场置业有限公司,沈阳红星美凯龙一店（二期工程）,,,,,
,,,,和平区,,,,,,沈阳和泓嘉瑞房地产开发有限公司,居住、商业（CB2009-009地块）,,,,,
,,,,沈北新区,,,,,,沈阳东北总部基地开发建设有限公司,东北总部基地西区3区,,,,,
,,,,沈北新区,,,,,,沈阳东北总部基地开发建设有限公司,东北总部基地西区6区（一期）,,,,,
,,,,沈北新区,,,,,,沈阳东北总部基地开发建设有限公司,东北总部基地西区5区,,,,,
,,,,和平区,,,,,,沈阳万科永达房地产开发有限公司,万科城七期,,,,,
,,,,铁西区,,,,,,沈阳融丰置业有限公司,巴塞罗那晶座,,,,,
,,,,东陵区,,,,,,沈阳万科金域蓝湾房地产开发有限公司,金域蓝湾南区一期,,,,,
,,,,大东区,,,,,,沈阳煜盛时代房地产开发有限公司,居住、商业（二期-2）,,,,,
,,,,东陵区,,,,,,沈阳金地长青房地产开发有限公司,金地滨河国际社区四期,,,,,
,,,,东陵区,,,,,,沈阳星瑞房地产开发有限公司,居住、商业,,,,,
,,,,铁西区,,,,,,沈阳华宝房地产开发有限公司,壹号官邸,,,,,
,,,,于洪区,,,,,,恒大长基（沈阳）置业有限公司,恒大绿洲三期A块,,,,,
,,,,苏家屯区,,,,,,沈阳浑南新城碧桂园房地产开发有限公司,居住、商业五期,,,,,
,,,,于洪区,,,,,,沈阳广信房地产开发有限公司,五彩上筑二期,,,,,
,,,,沈北新区,,,,,,沈阳天恒置业有限公司,天恒森林里三期,,,,,
,,,,于洪区,,,,,,沈阳永盛房屋开发有限公司,水调歌城?二期,,,,,
,,,,沈北新区,,,,,,沈阳兴铭房地产有限公司,三盛颐景园一期（四标段）,,,,,
,,,,铁西区,,,,,,沈阳绿厦房地产开发有限公司,绿厦.爵士汇（一期）,,,,,
,,,,沈河区,,,,,,辽宁保利房地产开发有限公司,保利康桥,,,,,
,,,,苏家屯区,,,,,,辽宁联合房地产开发有限公司,联合花园二期,,,,,
,,,,铁西区,,,,,,沈阳鑫昊房地产开发有限公司,天缘?御景,,,,,
,,,,沈北新区,,,,,,沈阳万佳盛房地产开发有限公司,丽水湾,,,,,
,,,,沈北新区,,,,,,沈阳兴铭房地产有限公司,三盛颐景园一期（二标段、三标段）,,,,,
,,,,沈北新区,,,,,,沈阳幸福筑家房地产开发有限公司,盛京绿洲（一期）,,,,,
,,,,沈阳经济技术开发区,,,,,,辽宁益格豪尔房地产开发有限公司,益格名郡,,,,,
,,,,皇姑区,,,,,,沈阳百田房产开发有限公司,新汉城二期,,,,,
,,,,皇姑区,,,,,,亚产（沈阳）房地产开发有限公司,亚产?亚洲城,,,,,
,,,,沈北新区,,,,,,沈阳市碧桂园房地产开发有限公司,沈阳辉山农业高新区花山地区,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳正宸置业有限公司,弘泽锦城（三期）,,,,,
,,,,沈河区,,,,,,沈阳万怡房产置业有限公司,保利海上五月花,,,,,
,,,,大东区,,,,,,沈阳明驰房地产开发有限公司,果舍添香三期,,,,,
,,,,于洪区,,,,,,辽宁保利房地产开发有限公司,居住、商业（三期）,,,,,
,,,,沈北新区,,,,,,沈阳康城房屋开发有限公司,康城?春天里一期,,,,,
,,,,铁西区,,,,,,沈阳市铁西区城建开发有限责任公司,繁荣新都,,,,,
,,,,浑南新区,,,,,,沈阳浑南置业发展有限公司,世纪新城二期A,,,,,
,,,,沈阳经济技术开发区,,,,,,辽宁大略房地产开发有限公司 ,金沙枫景尚城,,,,,
,,,,皇姑区,,,,,,辽宁利生房地产开发有限公司,居住组团（利生华园）三期工程,,,,,
,,,,于洪区,,,,,,沈阳永盛房屋开发有限公司,水调歌城?三期?Ⅰ组团,,,,,
,,,,经济技术开发区,,,,,,沈阳荣盛幸福大道房地产开发有限公司,幸福大道花园一期 B区,,,,,
,,,,于洪区,,,,,,沈阳永来房地产有限公司,滨河新区--秋实园二期,,,,,
,,,,沈北新区,,,,,,沈阳市碧桂园房地产开发有限公司,碧桂园?太阳城南区高层,,,,,
,,,,沈北新区,,,,,,沈阳龙湖房地产拓展有限公司,龙湖滟澜山,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳荣盛幸福大道房地产开发有限公司,幸福大道花园三期A区,,,,,
,,,,东陵区,,,,,,沈阳绿康置业有限公司,沈阳绿洲 优山美地（一期）,,,,,
,,,,东陵区,,,,,,沈阳亿达房地产有限公司,“唯美品格”住宅小区35#、36#、37#、18#楼变更,,,,,
,,,,于洪区,,,,,,恒盛阳光鑫地（辽宁）置业有限公司,阳光尚城四期-2,,,,,
,,,,和平区,,,,,,沈阳华丰房产有限责任公司,沈阳华丰嘉德广场,,,,,
,,,,苏家屯区,,,,,,沈阳奥园新城置业有限公司,沈阳奥园国际新城一期（C1区）,,,,,
,,,,沈北新区,,,,,,沈阳雅苑房地产开发有限公司,汇置尚都一期项目-A,,,,,
,,,,苏家屯区,,,,,,沈阳奥园新城置业有限公司,住宅、商业（A地块一期B2）,,,,,
,,1990-01-01 00:00:00.0,,苏家屯区丁香街两侧,,,,,,沈阳浑南新城碧桂园房地产开发有限公司,住宅、商业（二期）,,37,2010-08-30 00:00:00.0,,
,,,,铁西区,,,,,,凯荣置业（沈阳）有限公司,凯荣国际花园二期二组团,,,,,
,,1990-01-01 00:00:00.0,,东陵区,,,,,,辽宁博文一房地产开发有限公司,世博之春小区,,,,,
,,,,东陵区,,,,,,沈阳万科新墅置业有限公司,兰乔圣菲（六期）,,,,,
,,,,和平区,,,,,,沈阳房联股份有限公司,民富小区综合楼,,,,,
,,,,沈河区,,,,,,辽宁中星置业有限责任公司,泊岸华庭二期,,,,,
,,1990-01-01 00:00:00.0,,沈北新区,,,,,,辽宁天泰大学城房地产开发有限公司,阳光国际花园（商业）,,,,,
,,1990-01-01 00:00:00.0,,沈阳蒲河新城虎石台开发区前瞻村,,,,,,沈阳鑫宁房地产开发有限公司,鑫宁家园1#，2#，20#，21#楼,,4,,,
,,,,苏家屯区,,,,,,沈阳克拉古斯枫杨置业有限公司,农贸市场,,,,,
,,,,于洪区,,,,,,沈阳永来房地产有限公司,滨河新区?富贵园,,,,,
,,,,铁西区,,,,,,沈阳兴鸿安房地产开发有限公司,瀚都大厦,,,,,
,,,,皇姑区,,,,,,辽宁亿森房地产开发有限公司,居住、商业（一期）-2,,,,,
,,,,铁西区,,,,,,辽宁信大房屋开发有限公司,锦绣四合院C区（住宅）,,,,,
,,,,皇姑区,,,,,,辽宁亿森房地产开发有限公司,居住、商业（一期）-1,,,,,
,,,,东陵区,,,,,,沈阳方迪置业有限公司,满洲风情小镇（二期）,,,,,
,,,,大东区,,,,,,沈阳辰宇房地产发展有限责任公司,恒宇春天,,,,,
,,,,沈阳经济技术开发区,,,,,,沈阳岚祥房地产开发有限公司,丽水名都,,,,,
,,,,东陵区,,,,,,沈阳大族伴山湖房地产开发有限公司,天琴湾项目一期,,,,,
,,,,于洪区,,,,,,沈阳华锐置业有限公司,银河城一期（新3-1区）,,,,,
,,,,东陵区,,,,,,沈阳浑南置业泰莱房产开发有限公司,泰莱白金湾,,,,,
,,,,沈河区,,,,,,中房集团辽宁置业有限公司,上东花墅4.1期,,,,,
,,,,沈北新区,,,,,,沈阳步阳置业有限公司,步阳江南甲第二期,,,,,
,,1990-01-01 00:00:00.0,,浑南新区C16号地块,,,,,,爱斯阿尔房产开发（沈阳）有限公司,三期住宅及配套工程,,12,2009-10-17 00:00:00.0,,
,,,,于洪区,,,,,,恒大长基（沈阳）置业有限公司,恒大绿洲二期E地块,,,,,
